Data_ID,Year,Month,Utility_Number,Name,State,Ownership,Status,RES_Rev,RES_Sal,RES_Cus,COM_Rev,COM_Sal,COM_Cus,IND_Rev,IND_Sal,IND_Cus,TRAN_Rev,TRAN_Sal,TRAN_Cus,TOT_Rev,TOT_Sal,TOT_Cus
141,2018,1,59647,Sunrun Inc.,DC,Behind the Meter,Final,0.465,3.986,14,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0,0,4,14
142,2018,1,88888,Total EPM,DC,,Final,"31,834.160","258,815.225","270,939","83,082.291","697,949.727","26,220","1,204.950","14,582.032",1,"2,124.170","21,197.928",3,"118,246","992,545","297,163"
143,2018,1,0,Adjustment 2018,DE,,Final,"9,377.849","69,593.402","56,112","20,720.809","224,466.682","14,617","11,021.077","129,801.435",669,0.000,0.000,0,"41,120","423,862","71,398"
144,2018,1,5027,Delmarva Power,DE,Investor Owned,Final,"36,872.710","308,051.524","252,798","9,145.572","92,797.409","24,398",160.153,"2,226.431",79,0.000,0.000,0,"46,178","403,075","277,275"
145,2018,1,5070,Delaware Electric Cooperative,DE,Cooperative,Final,"14,521.000","141,578.000","85,599","2,298.000","22,191.000","10,190",0.000,0.000,0,0.000,0.000,0,"16,819","163,769","95,789"
146,2018,1,5335,City of Dover - (DE),DE,Municipal,Final,"2,483.000","20,858.000","20,445","2,187.000","19,680.000","3,572","1,895.000","22,384.000",41,0.000,0.000,0,"6,565","62,922","24,058"
147,2018,1,13519,City of Newark - (DE),DE,Municipal,Final,"1,313.000","8,538.000","11,204",838.000,"5,904.000","1,436","2,014.000","17,943.000",59,0.000,0.000,0,"4,165","32,385","12,699"
148,2018,1,57313,SolarCity Corporation,DE,Behind the Meter,Final,301.807,"1,579.737","3,104",1.879,33.373,1,0.000,0.000,0,0.000,0.000,0,304,"1,613","3,105"
149,2018,1,59579,Sunnova,DE,Behind the Meter,Final,0.086,0.653,2,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0,0,1,2
150,2018,1,59647,Sunrun Inc.,DE,Behind the Meter,Final,33.966,223.325,416,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0,34,223,416
151,2018,1,88888,Total EPM,DE,,Final,"64,903.418","550,422.641","429,680","35,191.260","365,072.464","54,214","15,090.230","172,354.866",848,0.000,0.000,0,"115,185","1,087,850","484,742"
152,2018,1,0,Adjustment 2018,FL,,Final,"293,995.565","2,700,001.642","1,941,276","129,310.772","1,339,647.622","266,456","31,784.493","374,448.937","5,491",0.354,5.183,0,"455,091","4,414,103","2,213,223"
153,2018,1,6452,Florida Power & Light Co,FL,Investor Owned,Final,"491,552.000","4,279,058.000","4,342,219","323,660.000","3,504,830.000","552,387","15,563.000","233,291.000","11,602",482.000,"5,587.000",1,"831,257","8,022,766","4,906,209"
154,2018,1,6455,"Duke Energy Florida, LLC",FL,Investor Owned,Final,"197,667.046","1,508,901.229","1,427,041","104,766.606","1,062,068.979","185,765","19,514.728","235,862.332","1,981",0.000,0.000,0,"321,948","2,806,833","1,614,787"
155,2018,1,6457,Florida Public Utilities Co,FL,Investor Owned,Final,"5,220.000","35,753.000","24,564","3,339.000","25,654.000","7,485",103.000,"1,370.000",2,0.000,0.000,0,"8,662","62,777","32,051"
156,2018,1,7801,Gulf Power Co,FL,Investor Owned,Final,"71,322.367","575,305.326","405,130","33,104.219","312,853.463","57,277","11,727.989","141,103.911",255,0.000,0.000,0,"116,155","1,029,263","462,662"
157,2018,1,9617,JEA,FL,Municipal,Final,"69,708.000","621,568.000","408,449","34,521.000","345,586.000","55,987","17,140.000","212,508.000",197,22.000,252.000,1,"121,391","1,179,914","464,634"
158,2018,1,18454,Tampa Electric Co,FL,Investor Owned,Final,"84,962.963","751,593.191","664,322","59,740.930","636,416.909","84,404","12,938.923","161,768.777","1,602",0.000,0.000,0,"157,643","1,549,779","750,328"
159,2018,1,57313,SolarCity Corporation,FL,Behind the Meter,Final,26.391,286.930,567,28.275,191.843,267,0.000,0.000,0,0.000,0.000,0,55,479,834
160,2018,1,60025,Greenbacker Renewable Energy Corporation,FL,Behind the Meter,Final,0.000,0.000,0,6.434,32.996,1,0.000,0.000,0,0.000,0.000,0,6,33,1
161,2018,1,60981,"TerraForm US Energy Services, LLC",FL,Behind the Meter,Final,0.000,0.000,0,23.325,76.485,3,0.000,0.000,0,0.000,0.000,0,23,76,3
162,2018,1,61098,Longroad Energy,FL,Behind the Meter,Final,0.000,0.000,0,7.470,26.570,1,0.000,0.000,0,0.000,0.000,0,7,27,1
163,2018,1,88888,Total EPM,FL,,Final,"1,214,454.332","10,472,467.318","9,213,568","688,508.031","7,227,384.867","1,210,033","108,772.133","1,360,352.957","21,130",504.354,"5,844.183",2,"2,012,239","19,066,049","10,444,733"
164,2018,1,0,Adjustment 2018,GA,,Final,"291,045.956","2,733,439.901","1,742,315","98,900.917","897,966.448","212,352","45,305.676","640,891.888","11,700",0.000,-0.021,0,"435,253","4,272,298","1,966,367"
165,2018,1,3408,City of Chattanooga - (TN),GA,Municipal,Final,"2,168.000","20,727.000","9,591",506.000,"4,370.000","1,154",32.000,327.000,1,0.000,0.000,0,"2,706","25,424","10,746"
166,2018,1,3916,Cobb Electric Membership Corp,GA,Cooperative,Final,"23,326.812","220,086.458","184,229","9,828.452","103,118.101","21,908","1,136.125","15,739.423",136,0.000,0.000,0,"34,291","338,944","206,273"
167,2018,1,7140,Georgia Power Co,GA,Investor Owned,Final,"343,380.896","3,110,233.304","2,188,306","296,548.678","2,857,057.956","318,931","138,230.859","1,895,400.911","10,632","1,056.593","14,999.854",1,"779,217","7,877,692","2,517,870"
168,2018,1,9601,Jackson Electric Member Corp - (GA),GA,Cooperative,Final,"32,119.000","346,439.000","204,922","13,463.000","125,296.000","22,098","3,986.000","55,522.000",202,0.000,0.000,0,"49,568","527,257","227,222"
169,2018,1,59139,SunEdison LLC,GA,Behind the Meter,Final,0.000,0.000,0,9.070,69.760,2,0.000,0.000,0,0.000,0.000,0,9,70,2
170,2018,1,60981,"TerraForm US Energy Services, LLC",GA,Behind the Meter,Final,0.000,0.000,0,54.267,480.956,5,0.000,0.000,0,0.000,0.000,0,54,481,5
171,2018,1,88888,Total EPM,GA,,Final,"692,040.664","6,430,925.663","4,329,363","419,310.384","3,988,359.221","576,450","188,690.660","2,607,881.222","22,671","1,056.593","14,999.833",1,"1,301,098","13,042,166","4,928,485"
172,2018,1,0,Adjustment 2018,HI,,Final,18.748,81.236,"-13,009",178.733,"1,445.543","-2,315",156.639,662.768,15,0.000,0.000,0,354,"2,190","-15,309"
173,2018,1,8287,Hawaii Electric Light Co Inc,HI,Investor Owned,Final,"13,000.615","36,623.262","74,417","10,844.543","31,228.242","11,538","5,870.021","20,467.652",89,0.000,0.000,0,"29,715","88,319","86,044"
174,2018,1,10071,Kauai Island Utility Cooperative,HI,Cooperative,Final,"5,330.510","14,788.468","28,873","3,309.231","9,125.702","4,744","4,294.478","13,486.939",126,0.000,0.000,0,"12,934","37,401","33,743"
175,2018,1,11843,Maui Electric Co Ltd,HI,Investor Owned,Final,"10,652.384","32,647.929","60,965","9,399.565","28,173.203","10,273","8,650.253","29,350.530",139,0.000,0.000,0,"28,702","90,172","71,377"
176,2018,1,19547,Hawaiian Electric Co Inc,HI,Investor Owned,Final,"39,092.841","132,332.247","271,261","45,456.401","168,860.569","33,422","50,729.516","215,810.453",433,0.000,0.000,0,"135,279","517,003","305,116"
177,2018,1,57313,SolarCity Corporation,HI,Behind the Meter,Final,205.022,"1,632.959","2,362",277.566,"2,816.395","2,155",0.000,0.000,0,0.000,0.000,0,483,"4,449","4,517"
178,2018,1,59139,SunEdison LLC,HI,Behind the Meter,Final,0.000,0.000,0,20.140,89.660,6,0.000,0.000,0,0.000,0.000,0,20,90,6
179,2018,1,59579,Sunnova,HI,Behind the Meter,Final,61.344,263.624,342,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0,61,264,342
180,2018,1,59580,"SunPower Capital, LLC",HI,Behind the Meter,Final,179.280,725.440,976,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0,179,725,976
181,2018,1,59624,"Vivint Solar, Inc.",HI,Behind the Meter,Final,499.525,"2,229.338","4,580",0.000,0.000,0,0.000,0.000,0,0.000,0.000,0,500,"2,229","4,580"
182,2018,1,59647,Sunrun Inc.,HI,Behind the Meter,Final,929.901,"3,198.797","4,522",0.000,0.000,0,0.000,0.000,0,0.000,0.000,0,930,"3,199","4,522"
183,2018,1,59738,"SunPower Capital Services, LLC",HI,Behind the Meter,Final,42.470,151.610,180,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0,42,152,180
184,2018,1,59943,Spruce Finance,HI,Behind the Meter,Final,23.555,81.979,174,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0,24,82,174
185,2018,1,60025,Greenbacker Renewable Energy Corporation,HI,Behind the Meter,Final,12.202,92.657,134,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0,12,93,134
186,2018,1,60981,"TerraForm US Energy Services, LLC",HI,Behind the Meter,Final,0.000,0.000,0,24.184,161.136,9,0.000,0.000,0,0.000,0.000,0,24,161,9
187,2018,1,61098,Longroad Energy,HI,Behind the Meter,Final,0.000,0.000,0,21.470,93.280,4,0.000,0.000,0,0.000,0.000,0,21,93,4
188,2018,1,88888,Total EPM,HI,,Final,"70,048.397","224,849.546","435,777","69,531.833","241,993.730","59,836","69,700.907","279,778.342",802,0.000,0.000,0,"209,281","746,622","496,415"
189,2018,1,0,Adjustment 2018,IA,,Final,"62,646.886","576,652.430","388,465","26,903.761","299,139.511","58,311","24,061.833","343,899.890","4,701",0.000,0.000,0,"113,612","1,219,692","451,477"
190,2018,1,471,Amana Society Service Co,IA,Investor Owned,Final,86.000,702.000,703,85.000,769.000,182,461.000,"6,685.000",1,0.000,0.000,0,632,"8,156",886
191,2018,1,9417,Interstate Power and Light Co,IA,Investor Owned,Final,"54,862.000","399,762.000","404,617","40,546.000","361,876.000","85,123","39,518.000","569,824.000","1,494",0.000,0.000,0,"134,926","1,331,462","491,234"
192,2018,1,12341,MidAmerican Energy Co,IA,Investor Owned,Final,"55,031.899","660,447.557","588,652","29,303.205","438,797.347","95,395","43,597.536","966,011.396","1,760",0.000,0.000,0,"127,933","2,065,256","685,807"
193,2018,1,88888,Total EPM,IA,,Final,"172,626.785","1,637,563.987","1,382,437","96,837.966","1,100,581.858","239,011","107,638.369","1,886,420.286","7,956",0.000,0.000,0,"377,103","4,624,566","1,629,404"
194,2018,1,0,Adjustment 2018,ID,,Final,"9,018.529","104,186.025","66,370","2,879.375","38,533.576","9,123","1,431.131","27,058.722","2,133",0.000,0.000,0,"13,329","169,778","77,626"
195,2018,1,9187,City of Idaho Falls - (ID),ID,Municipal,Final,"2,772.481","38,691.858","23,855","1,973.594","32,375.070","4,147",317.869,"5,983.560",4,0.000,0.000,0,"5,064","77,050","28,006"
196,2018,1,9191,Idaho Power Co,ID,Investor Owned,Final,"54,405.082","493,397.501","440,862","25,269.426","338,483.247","67,054","15,203.864","272,618.639","18,972",0.000,0.000,0,"94,878","1,104,499","526,888"
197,2018,1,10454,Kootenai Electric Cooperative,ID,Cooperative,Final,"3,540.765","38,488.162","23,261",859.365,"9,550.574","1,756",117.411,"2,371.263",43,0.000,0.000,0,"4,518","50,410","25,060"
198,2018,1,11273,Lower Valley Energy Inc,ID,Cooperative,Final,122.000,"1,991.000","1,335",23.000,364.000,353,221.000,"5,052.000",39,0.000,0.000,0,366,"7,407","1,727"
199,2018,1,12692,"Missoula Electric Coop, Inc",ID,Cooperative,Final,5.997,62.627,37,8.978,100.552,20,0.000,0.000,0,0.000,0.000,0,15,163,57
200,2018,1,14354,PacifiCorp,ID,Investor Owned,Final,"6,425.185","69,362.299","63,949","3,678.833","43,309.535","8,972","9,828.242","160,904.755","5,606",0.000,0.000,0,"19,932","273,577","78,527"
201,2018,1,16565,Salmon River Electric Coop Inc,ID,Cooperative,Final,312.000,"3,783.000","2,195",152.000,"2,289.000",454,128.000,"3,196.000",2,0.000,0.000,0,592,"9,268","2,651"
202,2018,1,20169,Avista Corp,ID,Investor Owned,Final,"13,867.931","130,725.604","113,456","8,330.098","85,157.043","17,646","3,457.882","58,002.298",425,0.000,0.000,0,"25,656","273,885","131,527"
203,2018,1,22814,Raft Rural Elec Coop Inc,ID,Cooperative,Final,192.456,"2,510.126","1,324",223.890,"4,290.795",334,5.858,107.558,932,0.000,0.000,0,422,"6,908","2,590"
204,2018,1,88888,Total EPM,ID,,Final,"90,662.426","883,198.202","736,644","43,398.559","554,453.392","109,859","30,711.257","535,294.795","28,156",0.000,0.000,0,"164,772","1,972,946","874,659"
205,2018,1,0,Adjustment 2018,IL,,Final,"293,041.642","2,250,285.352","2,330,294","314,886.029","3,339,690.541","335,430","262,486.974","3,378,854.542","5,149","3,425.793","43,778.580",3,"873,840","9,012,609","2,670,876"
206,2018,1,4110,Commonwealth Edison Co,IL,Investor Owned,Final,"223,331.005","1,644,029.265","2,440,361","90,291.643","790,351.192","203,782","9,606.517","99,853.212",127,0.000,0.000,0,"323,229","2,534,234","2,644,270"
207,2018,1,12341,MidAmerican Energy Co,IL,Investor Owned,Final,"7,051.391","69,032.724","74,147","4,677.070","54,122.156","10,982","2,975.624","46,076.175",38,0.000,0.000,0,"14,704","169,231","85,167"
208,2018,1,13032,Mt Carmel Public Utility Co,IL,Investor Owned,Final,795.000,"5,407.000","4,411",222.000,"1,456.000",832,368.000,"2,909.000",97,0.000,0.000,0,"1,385","9,772","5,340"
209,2018,1,56697,Ameren Illinois Company,IL,Investor Owned,Final,"48,253.444","525,757.916","437,326","24,254.952","278,036.269","63,302","5,201.134","95,468.172",304,0.000,0.000,0,"77,710","899,262","500,932"
210,2018,1,88888,Total EPM,IL,,Final,"572,472.482","4,494,512.257","5,286,539","434,331.694","4,463,656.158","614,328","280,638.249","3,623,161.101","5,715","3,425.793","43,778.580",3,"1,290,868","12,625,108","5,906,585"
211,2018,1,0,Adjustment 2018,IN,,Final,"126,907.303","1,104,890.635","748,999","38,436.540","372,471.642","70,488","49,480.958","634,363.730","3,874",-0.002,0.122,0,"214,825","2,111,726","823,361"
212,2018,1,261,AGC Division of APG Inc,IN,Investor Owned,Final,0.000,0.000,0,0.000,0.000,0,"4,725.984","100,567.000",1,0.000,0.000,0,"4,726","100,567",1
213,2018,1,9273,Indianapolis Power & Light Co,IN,Investor Owned,Final,"54,864.886","555,981.171","440,910","23,055.657","217,922.795","49,652","48,222.788","597,832.263","4,796",0.000,0.000,0,"126,143","1,371,736","495,358"
214,2018,1,9324,Indiana Michigan Power Co,IN,Investor Owned,Final,"60,214.879","500,795.996","406,945","31,285.678","334,429.626","54,797","35,960.256","538,645.290","3,985",0.000,0.000,0,"127,461","1,373,871","465,727"
215,2018,1,13756,Northern Indiana Pub Serv Co,IN,Investor Owned,Final,"42,795.770","293,873.110","409,815","42,690.160","331,298.660","56,885","56,201.470","764,169.380","2,291",216.480,"2,068.500",1,"141,904","1,391,410","468,992"
216,2018,1,15470,"Duke Energy Indiana, LLC",IN,Investor Owned,Final,"111,182.772","1,068,235.141","723,448","65,387.235","717,880.021","103,105","57,704.068","804,636.513","2,724",0.000,0.000,0,"234,274","2,590,752","829,277"
217,2018,1,17633,Southern Indiana Gas & Elec Co,IN,Investor Owned,Final,"24,030.735","176,509.780","127,262","12,918.415","98,918.320","18,744","13,565.103","161,427.827",113,0.000,0.000,0,"50,514","436,856","146,119"
218,2018,1,59579,Sunnova,IN,Behind the Meter,Final,0.324,0.734,2,0.000,0.000,0,0.000,0.000,0,0.000,0.000,0,0,1,2
219,2018,1,88888,Total EPM,IN,,Final,"419,996.669","3,700,286.567","2,857,381","213,773.685","2,072,921.064","353,671","265,860.627","3,601,642.003","17,784",216.478,"2,068.622",1,"899,847","9,376,918","3,228,837"
220,2018,1,0,Adjustment 2018,KS,,Final,"47,671.417","366,561.659","314,214","34,667.402","291,309.108","94,902","22,350.023","292,380.263","11,051",0.000,0.000,0,"104,689","950,251","420,167"
221,2018,1,3892,City of Coffeyville - (KS),KS,Municipal,Final,557.728,"4,992.824","5,029",653.823,"6,276.691","1,016","3,206.536","54,639.875",10,0.000,0.000,0,"4,418","65,909","6,055"
222,2018,1,5860,Empire District Electric Co,KS,Investor Owned,Final,"1,468.027","13,862.731","8,193",559.963,"4,808.997","1,425",452.104,"5,503.895",52,0.000,0.000,0,"2,480","24,176","9,670"
223,2018,1,9996,City of Kansas City - (KS),KS,Municipal,Final,"7,290.000","57,595.000","58,191","9,619.000","88,081.000","7,000","3,912.000","43,867.000",83,0.000,0.000,0,"20,821","189,543","65,274"
224,2018,1,10000,Kansas City Power & Light Co,KS,Investor Owned,Final,"30,521.364","266,104.812","225,819","28,714.427","287,962.259","29,332","2,199.930","23,349.882",917,0.000,0.000,0,"61,436","577,417","256,068"
225,2018,1,10005,Kansas Gas & Electric Co,KS,Investor Owned,Final,"35,120.448","286,781.116","288,464","22,326.040","239,038.715","37,168","20,197.323","283,338.420","3,405",0.000,0.000,0,"77,644","809,158","329,037"
226,2018,1,12524,Midwest Energy Inc,KS,Cooperative,Final,"3,137.686","28,240.349","29,759","3,619.674","32,913.745","13,164","5,595.029","66,339.651","7,102",0.000,0.000,0,"12,352","127,494","50,025"
227,2018,1,22500,Westar Energy Inc,KS,Investor Owned,Final,"39,998.513","325,726.700","329,648","32,283.020","337,035.960","49,288","14,575.055","180,937.929","1,223",0.000,0.000,0,"86,857","843,701","380,159"
228,2018,1,27000,WAPA-- Western Area Power Administration,KS,Federal,Final,0.000,0.000,0,71.319,"1,979.686",4,0.000,0.000,0,0.000,0.000,0,71,"1,980",4
229,2018,1,88888,Total EPM,KS,,Final,"165,765.183","1,349,865.191","1,259,317","132,514.668","1,289,406.161","233,299","72,488.000","950,356.915","23,843",0.000,0.000,0,"370,768","3,589,628","1,516,459"
230,2018,1,0,Adjustment 2018,KY,,Final,"111,270.360","1,099,567.132","714,202","39,559.722","394,994.455","84,770","31,034.462","453,265.848","1,481",0.000,0.000,0,"181,865","1,947,827","800,453"
231,2018,1,9964,Kenergy Corp,KY,Cooperative,Final,"10,455.000","86,823.000","46,463","3,328.000","27,983.000","11,024","26,544.000","529,911.000",34,0.000,0.000,0,"40,327","644,717","57,521"
232,2018,1,10171,Kentucky Utilities Co,KY,Investor Owned,Final,"80,719.155","861,740.431","431,819","46,497.613","503,872.075","90,755","32,429.919","538,287.866","2,574",0.000,0.000,0,"159,647","1,903,900","525,148"
233,2018,1,11249,Louisville Gas & Electric Co,KY,Investor Owned,Final,"40,188.345","416,652.346","361,729","34,260.449","413,376.425","48,976","12,126.349","206,803.180",567,0.000,0.000,0,"86,575","1,036,832","411,272"
234,2018,1,14724,Pennyrile Rural Electric Coop,KY,Cooperative,Final,"8,704.000","82,890.000","38,584","2,921.000","24,750.000","5,151","1,682.000","26,669.000",26,0.000,0.000,0,"13,307","134,309","43,761"
235,2018,1,17564,South Kentucky Rural E C C,KY,Cooperative,Final,"11,847.713","118,129.215","61,410","1,161.717","9,728.606","5,420","2,683.309","31,938.467",597,0.000,0.000,0,"15,693","159,796","67,427"
236,2018,1,18642,Tennessee Valley Authority,KY,Federal,Final,0.000,0.000,0,"1,881.000","25,950.000",7,"10,482.000","251,284.000",9,0.000,0.000,0,"12,363","277,234",16
237,2018,1,19446,Duke Energy Kentucky,KY,Investor Owned,Final,"14,063.777","160,957.246","127,163","10,922.106","145,046.231","15,009","3,936.732","60,113.543",363,0.000,0.000,0,"28,923","366,117","142,535"
238,2018,1,20130,Warren Rural Elec Coop Corp,KY,Cooperative,Final,"11,125.000","110,868.000","53,467","3,933.000","35,143.000","12,079","3,746.000","62,397.000",43,0.000,0.000,0,"18,804","208,408","65,589"
239,2018,1,22053,Kentucky Power Co,KY,Investor Owned,Final,"33,025.268","301,468.913","135,937","13,752.618","120,850.488","30,623","11,461.000","199,866.779","1,147",0.000,0.000,0,"58,239","622,186","167,707"
240,2018,1,49998,City of Berea Municipal Utility,KY,Municipal,Final,674.841,"8,238.267","4,616",186.229,"2,237.888",610,230.385,"3,138.980",59,0.000,0.000,0,"1,091","13,615","5,285"
241,2018,1,88888,Total EPM,KY,,Final,"322,073.459","3,247,334.550","1,975,390","158,403.454","1,703,932.168","304,424","136,356.156","2,363,675.663","6,900",0.000,0.000,0,"616,833","7,314,942","2,286,714"
242,2018,1,0,Adjustment 2018,LA,,Final,"80,798.296","895,126.706","520,051","28,846.520","316,563.474","67,263","21,771.494","347,579.995","4,018",-0.009,0.019,0,"131,416","1,559,270","591,332"
243,2018,1,3265,Cleco Power LLC,LA,Investor Owned,Final,"41,018.000","412,183.000","244,108","25,769.000","240,877.000","41,327","12,624.000","180,119.000",566,0.000,0.000,0,"79,411","833,179","286,001"
244,2018,1,11241,Entergy Louisiana LLC,LA,Investor Owned,Final,"116,609.487","1,407,270.392","931,154","82,695.142","1,001,120.684","139,061","119,111.919","2,483,734.652","10,881",0.000,0.000,0,"318,417","4,892,126","1,081,096"
245,2018,1,13478,"Entergy New Orleans, LLC",LA,Investor Owned,Final,"25,858.939","237,027.285","180,881","24,907.342","244,751.163","18,650","2,624.468","33,687.185","2,132",110.220,"1,072.957",1,"53,501","516,539","201,664"
246,2018,1,17698,Southwestern Electric Power Co,LA,Investor Owned,Final,"30,543.000","331,612.000","203,696","18,510.000","190,552.000","25,615","6,249.000","80,951.000","1,922",0.000,0.000,0,"55,302","603,115","231,233"
